county_fips,county_name,state_abbr,region,urban_rural_group,measure_id,measure_label,estimate_pct,low_ci,high_ci,release_year
23019,Penobscot,ME,Northeast,Rural,physical_inactivity_pct,Physical inactivity among adults,23.3,20.5,26.1,2025
23021,Piscataquis,ME,Northeast,Urban core,physical_inactivity_pct,Physical inactivity among adults,19.7,18.4,21.0,2025
23023,Sagadahoc,ME,Northeast,Suburban,physical_inactivity_pct,Physical inactivity among adults,20.6,17.8,23.4,2025
23025,Somerset,ME,Northeast,Small town,physical_inactivity_pct,Physical inactivity among adults,26.8,25.7,27.9,2025
23027,Waldo,ME,Northeast,Small town,physical_inactivity_pct,Physical inactivity among adults,30.3,28.8,31.8,2025
23029,Washington,ME,Northeast,Rural,physical_inactivity_pct,Physical inactivity among adults,23.7,20.9,26.5,2025
23031,York,ME,Northeast,Suburban,physical_inactivity_pct,Physical inactivity among adults,22.0,19.9,24.1,2025
24001,Allegany,MD,South,Rural,physical_inactivity_pct,Physical inactivity among adults,27.5,24.6,30.4,2025
24003,Anne Arundel,MD,South,Rural,physical_inactivity_pct,Physical inactivity among adults,25.9,23.2,28.6,2025
24005,Baltimore,MD,South,Rural,physical_inactivity_pct,Physical inactivity among adults,28.5,25.7,31.3,2025
24009,Calvert,MD,South,Urban core,physical_inactivity_pct,Physical inactivity among adults,32.2,29.6,34.8,2025
24011,Caroline,MD,South,Rural,physical_inactivity_pct,Physical inactivity among adults,30.9,29.4,32.4,2025
24013,Carroll,MD,South,Rural,physical_inactivity_pct,Physical inactivity among adults,27.9,26.4,29.4,2025
24015,Cecil,MD,South,Small town,physical_inactivity_pct,Physical inactivity among adults,22.4,20.2,24.6,2025
24017,Charles,MD,South,Rural,physical_inactivity_pct,Physical inactivity among adults,30.2,28.0,32.4,2025
24019,Dorchester,MD,South,Suburban,physical_inactivity_pct,Physical inactivity among adults,29.5,28.4,30.6,2025
24021,Frederick,MD,South,Small town,physical_inactivity_pct,Physical inactivity among adults,18.2,16.1,20.3,2025
24023,Garrett,MD,South,Small town,physical_inactivity_pct,Physical inactivity among adults,30.0,29.0,31.0,2025
24025,Harford,MD,South,Urban core,physical_inactivity_pct,Physical inactivity among adults,22.3,21.5,23.1,2025
24027,Howard,MD,South,Small town,physical_inactivity_pct,Physical inactivity among adults,23.8,22.8,24.8,2025
24029,Kent,MD,South,Rural,physical_inactivity_pct,Physical inactivity among adults,28.1,25.9,30.3,2025
24031,Montgomery,MD,South,Suburban,physical_inactivity_pct,Physical inactivity among adults,22.6,20.9,24.3,2025
24033,Prince George's,MD,South,Rural,physical_inactivity_pct,Physical inactivity among adults,25.1,22.2,28.0,2025
24035,Queen Anne's,MD,South,Suburban,physical_inactivity_pct,Physical inactivity among adults,17.3,15.9,18.7,2025
24037,St. Mary's,MD,South,Suburban,physical_inactivity_pct,Physical inactivity among adults,21.6,20.1,23.1,2025
24039,Somerset,MD,South,Urban core,physical_inactivity_pct,Physical inactivity among adults,28.2,26.7,29.7,2025
24041,Talbot,MD,South,Rural,physical_inactivity_pct,Physical inactivity among adults,25.9,23.9,27.9,2025
24043,Washington,MD,South,Small town,physical_inactivity_pct,Physical inactivity among adults,25.6,23.4,27.8,2025
24045,Wicomico,MD,South,Suburban,physical_inactivity_pct,Physical inactivity among adults,25.2,24.4,26.0,2025
24047,Worcester,MD,South,Rural,physical_inactivity_pct,Physical inactivity among adults,27.5,25.4,29.6,2025
24510,Baltimore,MD,South,Urban core,physical_inactivity_pct,Physical inactivity among adults,20.7,19.1,22.3,2025
25001,Barnstable,MA,Northeast,Rural,physical_inactivity_pct,Physical inactivity among adults,18.8,16.7,20.9,2025
25003,Berkshire,MA,Northeast,Suburban,physical_inactivity_pct,Physical inactivity among adults,10.0,8.0,12.0,2025
25005,Bristol,MA,Northeast,Small town,physical_inactivity_pct,Physical inactivity among adults,22.8,19.7,25.9,2025
25007,Dukes,MA,Northeast,Urban core,physical_inactivity_pct,Physical inactivity among adults,14.1,12.1,16.1,2025
25009,Essex,MA,Northeast,Urban core,physical_inactivity_pct,Physical inactivity among adults,19.7,18.2,21.2,2025
25011,Franklin,MA,Northeast,Small town,physical_inactivity_pct,Physical inactivity among adults,28.5,27.0,30.0,2025
25013,Hampden,MA,Northeast,Rural,physical_inactivity_pct,Physical inactivity among adults,24.0,22.3,25.7,2025
25015,Hampshire,MA,Northeast,Urban core,physical_inactivity_pct,Physical inactivity among adults,17.4,16.1,18.7,2025
25017,Middlesex,MA,Northeast,Small town,physical_inactivity_pct,Physical inactivity among adults,23.0,21.0,25.0,2025
25019,Nantucket,MA,Northeast,Small town,physical_inactivity_pct,Physical inactivity among adults,24.1,21.3,26.9,2025
25021,Norfolk,MA,Northeast,Urban core,physical_inactivity_pct,Physical inactivity among adults,23.6,22.4,24.8,2025
25023,Plymouth,MA,Northeast,Urban core,physical_inactivity_pct,Physical inactivity among adults,23.1,21.3,24.9,2025
25025,Suffolk,MA,Northeast,Suburban,physical_inactivity_pct,Physical inactivity among adults,22.6,21.4,23.8,2025
25027,Worcester,MA,Northeast,Suburban,physical_inactivity_pct,Physical inactivity among adults,12.9,10.8,15.0,2025
26067,Ionia,MI,Midwest,Urban core,physical_inactivity_pct,Physical inactivity among adults,24.4,22.8,26.0,2025
26069,Iosco,MI,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,26.2,23.6,28.8,2025
26071,Iron,MI,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,22.4,20.3,24.5,2025
26075,Jackson,MI,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,23.5,22.2,24.8,2025
26077,Kalamazoo,MI,Midwest,Urban core,physical_inactivity_pct,Physical inactivity among adults,23.5,22.7,24.3,2025
26079,Kalkaska,MI,Midwest,Urban core,physical_inactivity_pct,Physical inactivity among adults,20.6,17.7,23.5,2025
26001,Alcona,MI,Midwest,Suburban,physical_inactivity_pct,Physical inactivity among adults,24.5,21.6,27.4,2025
26003,Alger,MI,Midwest,Urban core,physical_inactivity_pct,Physical inactivity among adults,15.8,13.7,17.9,2025
26007,Alpena,MI,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,27.5,25.1,29.9,2025
26013,Baraga,MI,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,17.5,14.7,20.3,2025
26017,Bay,MI,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,25.0,23.0,27.0,2025
26029,Charlevoix,MI,Midwest,Suburban,physical_inactivity_pct,Physical inactivity among adults,25.2,23.8,26.6,2025
26033,Chippewa,MI,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,26.9,25.0,28.8,2025
26039,Crawford,MI,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,22.6,21.7,23.5,2025
26041,Delta,MI,Midwest,Suburban,physical_inactivity_pct,Physical inactivity among adults,23.8,22.1,25.5,2025
26047,Emmet,MI,Midwest,Suburban,physical_inactivity_pct,Physical inactivity among adults,24.3,22.2,26.4,2025
26055,Grand Traverse,MI,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,26.0,23.3,28.7,2025
26061,Houghton,MI,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,23.6,21.0,26.2,2025
26063,Huron,MI,Midwest,Urban core,physical_inactivity_pct,Physical inactivity among adults,24.1,22.0,26.2,2025
26073,Isabella,MI,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,23.4,20.7,26.1,2025
26083,Keweenaw,MI,Midwest,Suburban,physical_inactivity_pct,Physical inactivity among adults,22.7,20.3,25.1,2025
26089,Leelanau,MI,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,23.0,21.3,24.7,2025
26097,Mackinac,MI,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,25.0,22.9,27.1,2025
26099,Macomb,MI,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,24.5,23.6,25.4,2025
26103,Marquette,MI,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,25.9,23.1,28.7,2025
26107,Mecosta,MI,Midwest,Urban core,physical_inactivity_pct,Physical inactivity among adults,22.1,20.6,23.6,2025
26109,Menominee,MI,Midwest,Suburban,physical_inactivity_pct,Physical inactivity among adults,26.7,23.9,29.5,2025
26115,Monroe,MI,Midwest,Suburban,physical_inactivity_pct,Physical inactivity among adults,26.8,24.8,28.8,2025
26129,Ogemaw,MI,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,22.9,21.7,24.1,2025
26135,Oscoda,MI,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,22.1,21.3,22.9,2025
26141,Presque Isle,MI,Midwest,Urban core,physical_inactivity_pct,Physical inactivity among adults,17.3,14.6,20.0,2025
26147,St. Clair,MI,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,25.7,22.8,28.6,2025
26163,Wayne,MI,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,22.5,20.9,24.1,2025
26165,Wexford,MI,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,28.0,25.2,30.8,2025
26005,Allegan,MI,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,25.5,22.6,28.4,2025
26009,Antrim,MI,Midwest,Suburban,physical_inactivity_pct,Physical inactivity among adults,18.0,16.0,20.0,2025
26011,Arenac,MI,Midwest,Suburban,physical_inactivity_pct,Physical inactivity among adults,30.0,27.8,32.2,2025
26015,Barry,MI,Midwest,Suburban,physical_inactivity_pct,Physical inactivity among adults,23.6,21.0,26.2,2025
26019,Benzie,MI,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,30.1,27.4,32.8,2025
26021,Berrien,MI,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,25.1,22.3,27.9,2025
26023,Branch,MI,Midwest,Suburban,physical_inactivity_pct,Physical inactivity among adults,27.2,25.4,29.0,2025
26025,Calhoun,MI,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,24.5,23.4,25.6,2025
26027,Cass,MI,Midwest,Urban core,physical_inactivity_pct,Physical inactivity among adults,26.8,25.3,28.3,2025
26031,Cheboygan,MI,Midwest,Suburban,physical_inactivity_pct,Physical inactivity among adults,30.7,29.1,32.3,2025
26035,Clare,MI,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,16.0,14.7,17.3,2025
26037,Clinton,MI,Midwest,Suburban,physical_inactivity_pct,Physical inactivity among adults,16.9,16.0,17.8,2025
26043,Dickinson,MI,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,23.0,20.1,25.9,2025
26045,Eaton,MI,Midwest,Suburban,physical_inactivity_pct,Physical inactivity among adults,14.8,12.1,17.5,2025
26049,Genesee,MI,Midwest,Urban core,physical_inactivity_pct,Physical inactivity among adults,15.2,12.2,18.2,2025
26051,Gladwin,MI,Midwest,Urban core,physical_inactivity_pct,Physical inactivity among adults,24.4,23.0,25.8,2025
26057,Gratiot,MI,Midwest,Suburban,physical_inactivity_pct,Physical inactivity among adults,21.3,19.3,23.3,2025
26059,Hillsdale,MI,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,22.5,21.6,23.4,2025
26065,Ingham,MI,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,25.7,24.4,27.0,2025
26139,Ottawa,MI,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,28.5,26.5,30.5,2025
26143,Roscommon,MI,Midwest,Suburban,physical_inactivity_pct,Physical inactivity among adults,21.9,20.7,23.1,2025
26145,Saginaw,MI,Midwest,Urban core,physical_inactivity_pct,Physical inactivity among adults,24.8,22.8,26.8,2025
26149,St. Joseph,MI,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,21.3,18.5,24.1,2025
26151,Sanilac,MI,Midwest,Suburban,physical_inactivity_pct,Physical inactivity among adults,21.0,19.4,22.6,2025
26153,Schoolcraft,MI,Midwest,Suburban,physical_inactivity_pct,Physical inactivity among adults,23.0,22.0,24.0,2025
26081,Kent,MI,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,27.7,24.9,30.5,2025
26085,Lake,MI,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,19.9,18.0,21.8,2025
26087,Lapeer,MI,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,27.2,25.1,29.3,2025
26091,Lenawee,MI,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,21.7,20.6,22.8,2025
26093,Livingston,MI,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,30.5,28.9,32.1,2025
26095,Luce,MI,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,20.3,18.0,22.6,2025
26101,Manistee,MI,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,24.3,23.3,25.3,2025
26105,Mason,MI,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,26.2,24.6,27.8,2025
26111,Midland,MI,Midwest,Suburban,physical_inactivity_pct,Physical inactivity among adults,23.7,20.9,26.5,2025
26113,Missaukee,MI,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,28.2,26.4,30.0,2025
26117,Montcalm,MI,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,27.6,25.5,29.7,2025
26119,Montmorency,MI,Midwest,Urban core,physical_inactivity_pct,Physical inactivity among adults,23.8,21.1,26.5,2025
26121,Muskegon,MI,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,23.9,23.1,24.7,2025
26123,Newaygo,MI,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,14.7,12.0,17.4,2025
26125,Oakland,MI,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,24.0,22.5,25.5,2025
26127,Oceana,MI,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,32.2,30.1,34.3,2025
26131,Ontonagon,MI,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,18.5,16.2,20.8,2025
26133,Osceola,MI,Midwest,Urban core,physical_inactivity_pct,Physical inactivity among adults,27.1,24.0,30.2,2025
26137,Otsego,MI,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,25.6,23.6,27.6,2025
26155,Shiawassee,MI,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,21.6,19.7,23.5,2025
26157,Tuscola,MI,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,27.3,24.3,30.3,2025
26159,Van Buren,MI,Midwest,Suburban,physical_inactivity_pct,Physical inactivity among adults,19.1,17.0,21.2,2025
26161,Washtenaw,MI,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,27.4,25.1,29.7,2025
26053,Gogebic,MI,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,22.7,20.1,25.3,2025
27055,Houston,MN,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,22.6,21.3,23.9,2025
27057,Hubbard,MN,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,28.4,27.5,29.3,2025
27059,Isanti,MN,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,34.5,32.4,36.6,2025
27063,Jackson,MN,Midwest,Suburban,physical_inactivity_pct,Physical inactivity among adults,26.8,25.3,28.3,2025
27065,Kanabec,MN,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,28.0,25.0,31.0,2025
27067,Kandiyohi,MN,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,21.6,18.8,24.4,2025
27071,Koochiching,MN,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,30.2,29.2,31.2,2025
27001,Aitkin,MN,Midwest,Urban core,physical_inactivity_pct,Physical inactivity among adults,18.9,16.9,20.9,2025
27013,Blue Earth,MN,Midwest,Suburban,physical_inactivity_pct,Physical inactivity among adults,22.1,20.9,23.3,2025
27015,Brown,MN,Midwest,Suburban,physical_inactivity_pct,Physical inactivity among adults,23.1,21.1,25.1,2025
27021,Cass,MN,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,24.6,21.7,27.5,2025
27023,Chippewa,MN,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,24.6,23.2,26.0,2025
27027,Clay,MN,Midwest,Urban core,physical_inactivity_pct,Physical inactivity among adults,20.2,19.4,21.0,2025
27031,Cook,MN,Midwest,Suburban,physical_inactivity_pct,Physical inactivity among adults,18.1,15.2,21.0,2025
27033,Cottonwood,MN,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,28.0,25.4,30.6,2025
27051,Grant,MN,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,30.1,27.2,33.0,2025
27053,Hennepin,MN,Midwest,Suburban,physical_inactivity_pct,Physical inactivity among adults,27.5,25.4,29.6,2025
27061,Itasca,MN,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,25.2,22.2,28.2,2025
27069,Kittson,MN,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,26.1,24.0,28.2,2025
27073,Lac qui Parle,MN,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,27.9,25.8,30.0,2025
27075,Lake,MN,Midwest,Urban core,physical_inactivity_pct,Physical inactivity among adults,26.5,25.1,27.9,2025
27077,Lake of the Woods,MN,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,18.9,16.5,21.3,2025
27083,Lyon,MN,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,24.5,22.9,26.1,2025
27089,Marshall,MN,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,21.4,18.4,24.4,2025
27097,Morrison,MN,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,25.5,23.6,27.4,2025
27103,Nicollet,MN,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,26.2,24.2,28.2,2025
27107,Norman,MN,Midwest,Urban core,physical_inactivity_pct,Physical inactivity among adults,27.9,26.8,29.0,2025
27113,Pennington,MN,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,25.8,23.0,28.6,2025
27119,Polk,MN,Midwest,Urban core,physical_inactivity_pct,Physical inactivity among adults,23.5,21.9,25.1,2025
27125,Red Lake,MN,Midwest,Urban core,physical_inactivity_pct,Physical inactivity among adults,23.6,22.7,24.5,2025
27127,Redwood,MN,Midwest,Suburban,physical_inactivity_pct,Physical inactivity among adults,22.4,21.5,23.3,2025
27129,Renville,MN,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,26.7,24.1,29.3,2025
27137,St. Louis,MN,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,28.8,27.3,30.3,2025
27139,Scott,MN,Midwest,Suburban,physical_inactivity_pct,Physical inactivity among adults,27.8,24.9,30.7,2025
27145,Stearns,MN,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,25.7,23.0,28.4,2025
27163,Washington,MN,Midwest,Suburban,physical_inactivity_pct,Physical inactivity among adults,26.5,25.4,27.6,2025
27167,Wilkin,MN,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,24.8,23.7,25.9,2025
27171,Wright,MN,Midwest,Urban core,physical_inactivity_pct,Physical inactivity among adults,15.7,13.4,18.0,2025
27173,Yellow Medicine,MN,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,21.2,19.6,22.8,2025
27003,Anoka,MN,Midwest,Urban core,physical_inactivity_pct,Physical inactivity among adults,29.3,26.7,31.9,2025
27005,Becker,MN,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,25.0,22.8,27.2,2025
27007,Beltrami,MN,Midwest,Suburban,physical_inactivity_pct,Physical inactivity among adults,25.7,23.7,27.7,2025
27009,Benton,MN,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,24.2,23.3,25.1,2025
27011,Big Stone,MN,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,23.8,21.7,25.9,2025
27017,Carlton,MN,Midwest,Urban core,physical_inactivity_pct,Physical inactivity among adults,24.3,22.3,26.3,2025
27019,Carver,MN,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,21.9,21.2,22.6,2025
27025,Chisago,MN,Midwest,Suburban,physical_inactivity_pct,Physical inactivity among adults,25.1,24.0,26.2,2025
27029,Clearwater,MN,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,12.6,11.5,13.7,2025
27035,Crow Wing,MN,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,20.7,19.7,21.7,2025
27037,Dakota,MN,Midwest,Suburban,physical_inactivity_pct,Physical inactivity among adults,28.7,27.2,30.2,2025
27039,Dodge,MN,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,22.7,20.6,24.8,2025
27041,Douglas,MN,Midwest,Urban core,physical_inactivity_pct,Physical inactivity among adults,27.4,24.4,30.4,2025
27043,Faribault,MN,Midwest,Suburban,physical_inactivity_pct,Physical inactivity among adults,28.6,26.5,30.7,2025
27045,Fillmore,MN,Midwest,Urban core,physical_inactivity_pct,Physical inactivity among adults,21.0,19.5,22.5,2025
27047,Freeborn,MN,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,22.9,20.8,25.0,2025
27049,Goodhue,MN,Midwest,Suburban,physical_inactivity_pct,Physical inactivity among adults,20.6,17.7,23.5,2025
27147,Steele,MN,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,34.7,33.3,36.1,2025
27149,Stevens,MN,Midwest,Urban core,physical_inactivity_pct,Physical inactivity among adults,16.3,13.7,18.9,2025
27151,Swift,MN,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,23.1,22.0,24.2,2025
27153,Todd,MN,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,22.8,19.7,25.9,2025
27155,Traverse,MN,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,32.9,30.1,35.7,2025
27157,Wabasha,MN,Midwest,Suburban,physical_inactivity_pct,Physical inactivity among adults,12.5,10.3,14.7,2025
27159,Wadena,MN,Midwest,Urban core,physical_inactivity_pct,Physical inactivity among adults,22.4,21.4,23.4,2025
27165,Watonwan,MN,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,26.1,24.2,28.0,2025
27079,Le Sueur,MN,Midwest,Urban core,physical_inactivity_pct,Physical inactivity among adults,23.1,21.4,24.8,2025
27081,Lincoln,MN,Midwest,Suburban,physical_inactivity_pct,Physical inactivity among adults,17.0,15.6,18.4,2025
27085,McLeod,MN,Midwest,Urban core,physical_inactivity_pct,Physical inactivity among adults,23.2,21.1,25.3,2025
27087,Mahnomen,MN,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,32.1,30.5,33.7,2025
27091,Martin,MN,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,27.8,25.6,30.0,2025
27093,Meeker,MN,Midwest,Urban core,physical_inactivity_pct,Physical inactivity among adults,21.6,18.7,24.5,2025
27095,Mille Lacs,MN,Midwest,Suburban,physical_inactivity_pct,Physical inactivity among adults,19.2,17.5,20.9,2025
27099,Mower,MN,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,24.3,22.8,25.8,2025
27101,Murray,MN,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,18.6,17.2,20.0,2025
27105,Nobles,MN,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,29.0,26.3,31.7,2025
27109,Olmsted,MN,Midwest,Suburban,physical_inactivity_pct,Physical inactivity among adults,24.9,22.0,27.8,2025
27111,Otter Tail,MN,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,25.0,24.0,26.0,2025
27115,Pine,MN,Midwest,Urban core,physical_inactivity_pct,Physical inactivity among adults,27.8,25.8,29.8,2025
27117,Pipestone,MN,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,27.9,26.4,29.4,2025
27121,Pope,MN,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,32.5,30.5,34.5,2025
27123,Ramsey,MN,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,25.4,22.6,28.2,2025
27131,Rice,MN,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,30.7,28.0,33.4,2025
27133,Rock,MN,Midwest,Rural,physical_inactivity_pct,Physical inactivity among adults,21.1,18.7,23.5,2025
27135,Roseau,MN,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,19.4,17.2,21.6,2025
27141,Sherburne,MN,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,20.6,19.2,22.0,2025
27143,Sibley,MN,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,23.9,21.7,26.1,2025
27169,Winona,MN,Midwest,Small town,physical_inactivity_pct,Physical inactivity among adults,26.7,24.6,28.8,2025
27161,Waseca,MN,Midwest,Urban core,physical_inactivity_pct,Physical inactivity among adults,26.3,24.2,28.4,2025
28027,Coahoma,MS,South,Suburban,physical_inactivity_pct,Physical inactivity among adults,25.1,22.4,27.8,2025
28029,Copiah,MS,South,Rural,physical_inactivity_pct,Physical inactivity among adults,26.2,24.7,27.7,2025
28031,Covington,MS,South,Suburban,physical_inactivity_pct,Physical inactivity among adults,19.6,16.9,22.3,2025
28035,Forrest,MS,South,Urban core,physical_inactivity_pct,Physical inactivity among adults,20.5,18.2,22.8,2025
28037,Franklin,MS,South,Suburban,physical_inactivity_pct,Physical inactivity among adults,25.0,22.1,27.9,2025
28041,Greene,MS,South,Rural,physical_inactivity_pct,Physical inactivity among adults,26.0,24.7,27.3,2025
28043,Grenada,MS,South,Small town,physical_inactivity_pct,Physical inactivity among adults,23.9,22.8,25.0,2025
28045,Hancock,MS,South,Rural,physical_inactivity_pct,Physical inactivity among adults,24.0,21.3,26.7,2025
28047,Harrison,MS,South,Rural,physical_inactivity_pct,Physical inactivity among adults,27.3,25.2,29.4,2025
28057,Itawamba,MS,South,Rural,physical_inactivity_pct,Physical inactivity among adults,30.6,29.0,32.2,2025
28059,Jackson,MS,South,Rural,physical_inactivity_pct,Physical inactivity among adults,25.1,23.7,26.5,2025
28061,Jasper,MS,South,Small town,physical_inactivity_pct,Physical inactivity among adults,27.2,24.9,29.5,2025
28063,Jefferson,MS,South,Urban core,physical_inactivity_pct,Physical inactivity among adults,30.1,27.9,32.3,2025
28065,Jefferson Davis,MS,South,Rural,physical_inactivity_pct,Physical inactivity among adults,23.9,22.1,25.7,2025
28069,Kemper,MS,South,Rural,physical_inactivity_pct,Physical inactivity among adults,30.1,29.0,31.2,2025
28071,Lafayette,MS,South,Urban core,physical_inactivity_pct,Physical inactivity among adults,19.3,16.5,22.1,2025
28073,Lamar,MS,South,Urban core,physical_inactivity_pct,Physical inactivity among adults,15.3,12.6,18.0,2025
28075,Lauderdale,MS,South,Suburban,physical_inactivity_pct,Physical inactivity among adults,24.2,23.2,25.2,2025
28077,Lawrence,MS,South,Suburban,physical_inactivity_pct,Physical inactivity among adults,22.5,20.3,24.7,2025
28001,Adams,MS,South,Small town,physical_inactivity_pct,Physical inactivity among adults,20.6,19.0,22.2,2025
28003,Alcorn,MS,South,Suburban,physical_inactivity_pct,Physical inactivity among adults,28.7,26.0,31.4,2025
28007,Attala,MS,South,Small town,physical_inactivity_pct,Physical inactivity among adults,33.0,30.0,36.0,2025
28009,Benton,MS,South,Rural,physical_inactivity_pct,Physical inactivity among adults,26.8,24.2,29.4,2025
28011,Bolivar,MS,South,Urban core,physical_inactivity_pct,Physical inactivity among adults,24.3,22.2,26.4,2025
28017,Chickasaw,MS,South,Urban core,physical_inactivity_pct,Physical inactivity among adults,18.2,17.1,19.3,2025
28021,Claiborne,MS,South,Urban core,physical_inactivity_pct,Physical inactivity among adults,20.8,18.7,22.9,2025
28033,DeSoto,MS,South,Rural,physical_inactivity_pct,Physical inactivity among adults,19.2,17.6,20.8,2025
28039,George,MS,South,Rural,physical_inactivity_pct,Physical inactivity among adults,27.4,25.2,29.6,2025
